fi	distancia
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.7846978306327074E-5	56031.8941860025
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.8054572623072115E-5	55387.6306505362
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.852827853649831E-5	53971.5547793676
1.8686556264581283E-5	53514.4082109667
1.8686556264581283E-5	53514.4082109667
1.8686556264581283E-5	53514.4082109667
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8739785927757873E-5	53362.4025298375
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8763049303650253E-5	53296.2411288583
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.8910518991117267E-5	52880.6216513531
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9226581058218812E-5	52011.3272854889
1.9255891149350877E-5	51932.1589556093
1.9255891149350877E-5	51932.1589556093
