geracao;fi;distancia
237;1.0120034018282616E-5;98813.89708704768;
238;9.814387151196235E-6;101891.23218744373;
239;1.0019057125699484E-5;99809.7912262562;
240;1.0175451443659455E-5;98275.73798930776;
241;1.0460202668948282E-5;95600.44213756564;
242;1.0243901072666468E-5;97619.06063972774;
243;1.0227623928417612E-5;97774.42023669685;
244;9.936671737634956E-6;100637.3186519304;
245;9.588902672142193E-6;104287.21973633263;
246;1.0254606560018357E-5;97517.14940472663;
247;1.0210050928128704E-5;97942.70440365764;
248;1.005504619391016E-5;99452.55155621763;
249;1.007122494936949E-5;99292.7876228805;
250;1.006720463353844E-5;99332.43997728474;
251;9.961422388546257E-6;100387.27011012103;
252;9.71106747971267E-6;102975.29103665418;
253;9.917676292599889E-6;100830.07052228088;
254;1.0201651152107936E-5;98023.34789632294;
255;1.0325399820833295E-5;96848.54992078133;
256;9.737666909733084E-6;102694.00352978501;
257;9.644578955056567E-6;103685.18985224428;
258;9.802324684928314E-6;102016.61668456692;
259;1.008224503884586E-5;99184.2586792031;
260;1.0124639989354003E-5;98768.94398729179;
261;9.744676981531077E-6;102620.1280858548;
262;1.0346029578446548E-5;96655.43602187821;
263;1.023655820491905E-5;97689.08455182353;
264;9.83494416343148E-6;101678.25901017552;
265;9.84116210791488E-6;101614.0156044922;
266;1.0410462964754285E-5;96057.20738699181;
267;1.0410462964754285E-5;96057.20738699181;
268;1.0225265984791556E-5;97796.96699208995;
269;1.0224376927757927E-5;97805.47089232625;
270;1.0583469792890933E-5;94486.97067871958;
271;9.929587773443472E-6;100709.11530431146;
272;1.0013510458344543E-5;99865.07770276222;
273;1.0597379996651972E-5;94362.9463429574;
274;1.0936608574285826E-5;91436.02362721492;
275;1.0199529317776256E-5;98043.73994564136;
276;1.0183186312368039E-5;98201.09043722838;
277;9.633753153175092E-6;103801.7047043;
278;9.755553863901834E-6;102505.71253573497;
279;1.0149427089640562E-5;98527.72882330391;
280;9.901832097843498E-6;100991.41150028066;
281;9.895023164300093E-6;101060.9054062516;
282;1.0101655428605387E-5;98993.67554829158;
283;9.598267661076746E-6;104185.46713957952;
284;9.8880035830535E-6;101132.64943732873;
285;9.976372757075085E-6;100236.83199796398;
286;9.580499087267888E-6;104378.69581648009;
287;9.91704104142751E-6;100836.52934606136;
288;9.863176473358887E-6;101387.21564001903;
289;9.987541669411474E-6;100124.73870949326;
290;9.878546598169658E-6;101229.46630481903;
291;9.706735712876898E-6;103021.24520330825;
292;9.95654133346376E-6;100436.48356473121;
293;9.95654133346376E-6;100436.48356473121;
294;9.925448716083933E-6;100751.11247912911;
295;1.0012922932582244E-5;99870.93746082683;
296;1.0056412235975888E-5;99439.04212902015;
297;9.974520974631568E-6;100255.4410926924;
298;1.0072448328310382E-5;99280.72772429367;
299;9.864063703002562E-6;101378.09630077775;
300;1.0120140652541678E-5;98812.85590125168;
301;9.782088074915746E-6;102227.66267708268;
302;9.903296282687944E-6;100976.48009866275;
303;1.0095323586522629E-5;99055.76492218746;
304;9.761349585805969E-6;102444.85060284137;
305;9.667079768768762E-6;103443.85521992687;
306;9.918558775009126E-6;100821.09938387494;
307;9.910259510863651E-6;100905.5311723974;
308;9.714831021179151E-6;102935.39824006363;
309;9.59096271369996E-6;104264.81989879662;
310;1.0074049086705389E-5;99264.95209554705;
311;9.948471398774762E-6;100517.9549617199;
312;9.782134297951753E-6;102227.17962575781;
313;9.780001475919753E-6;102249.4733218796;
314;1.0034365458358533E-5;99657.5223565342;
315;9.958979408551846E-6;100411.89553432482;
316;1.0004292797549567E-5;99957.0904447077;
317;1.0395347679207638E-5;96196.87872490886;
318;1.0418566764046715E-5;95982.49189618729;
319;1.0275632220177812E-5;97317.6130259259;
320;9.80390841304574E-6;102000.13687085579;
321;9.953375730429069E-6;100468.42670098742;
322;9.961204083049942E-6;100389.47015467813;
323;9.829063115993558E-6;101739.09641223382;
324;9.845796732060497E-6;101566.18374455546;
325;9.732415814054698E-6;102749.41177049669;
326;9.951099011507821E-6;100491.4129427878;
327;9.900258986550953E-6;101007.45862895648;
328;9.642149819109531E-6;103711.31114537605;
329;9.837326473559633E-6;101653.63553682592;
330;1.0002257872361235E-5;99977.42637322446;
331;9.781496884873438E-6;102233.84127908343;
332;1.0207741061860908E-5;97964.86744126878;
333;1.0089081903717869E-5;99117.04648085927;
334;1.02051849543349E-5;97989.40484417441;
335;1.0146869610721595E-5;98552.5623531576;
336;1.0087425671265025E-5;99133.32029286654;
337;1.014216905261882E-5;98598.23818868303;
338;9.769153582472251E-6;102363.01349527283;
339;1.0089369979747266E-5;99114.21644833463;
340;9.78524574252702E-6;102194.67413618087;
341;1.0301971085402676E-5;97068.8028252132;
342;1.0231026097479564E-5;97741.9068695712;
343;1.0710066869638129E-5;93370.09863448107;
344;1.0147181624836118E-5;98549.53197569778;
345;1.0146850579003453E-5;98552.74720111355;
346;1.0489117488437969E-5;95336.9052355728;
347;1.0305498841451188E-5;97035.5744428169;
348;1.020064003159378E-5;98033.06428839416;
349;1.0241077059489788E-5;97645.97944054725;
350;1.0791611593664305E-5;92664.56555822435;
351;1.0378372035465915E-5;96354.22555509758;
352;1.0029680671599226E-5;99704.07161931614;
353;1.0504479931615259E-5;95197.47826737305;
354;9.680806575738943E-6;103297.17799610816;
355;9.875020022770857E-6;101265.61745637935;
356;9.740563880679576E-6;102663.46099156555;
357;1.0611865402771793E-5;94234.1390552129;
358;1.0635751381486362E-5;94022.50618049409;
359;1.0535967048658314E-5;94912.97717444393;
360;1.0818358119750511E-5;92435.46838908506;
361;1.0572185776774531E-5;94587.8195024577;
362;1.0734807610506254E-5;93154.90656966138;
363;1.0331487131299558E-5;96791.48677158676;
364;1.0068540922680634E-5;99319.25665091912;
365;1.0068540922680634E-5;99319.25665091912;
366;1.0437921750628475E-5;95804.51203706229;
367;1.0396139052296385E-5;96189.55604283801;
368;1.0341389556173977E-5;96698.80382786506;
369;1.0341389556173977E-5;96698.80382786506;
370;1.0088783656849772E-5;99119.9766010495;
371;9.847949550427234E-6;101543.98079309992;
372;1.0158614380963974E-5;98438.62189255655;
373;1.0324823078842944E-5;96853.95985613977;
374;1.0052002761562244E-5;99482.66268130072;
375;9.84684276458928E-6;101555.39434387533;
376;1.000661300204363E-5;99933.913682459;
377;1.0044857627427948E-5;99553.42694648591;
378;1.007877485096761E-5;99218.40846598486;
379;1.0382697492518684E-5;96314.08415015039;
380;9.96978421406085E-6;100303.07362015454;
381;1.0259670287215346E-5;97469.01917950597;
382;1.053500634868107E-5;94921.63240368574;
383;1.0468960220293227E-5;95520.46993755706;
384;1.0144230299009809E-5;98578.20362158096;
385;1.0340208171869997E-5;96709.85181134442;
386;1.0301180335390682E-5;97076.2541224917;
387;1.0065156528186327E-5;99352.6526089896;
388;1.0306404926561634E-5;97027.04358362664;
389;9.908762421202129E-6;100920.7767319423;
390;9.82054326555305E-6;101827.36056035128;
391;1.0333128859125285E-5;96776.10853724043;
392;1.000848573499535E-5;99915.2145966929;
393;1.000218003810053E-5;99978.20437052497;
394;9.984260426691349E-6;100157.64385779215;
395;1.0397795375327079E-5;96174.23347000069;
396;1.0769323392783862E-5;92856.34422215087;
397;9.77440107160753E-6;102308.0588441146;
398;9.59176752105422E-6;104256.07144928917;
399;9.642866714158835E-6;103703.60076964227;
400;1.0269444392662683E-5;97376.25150533757;
401;1.0432638110109675E-5;95853.03251638309;
402;1.0580923038476553E-5;94509.71303388107;
403;1.0354199900474801E-5;96579.16687064774;
404;1.0380548487784197E-5;96334.02331069476;
405;1.0058119140466853E-5;99422.16691157474;
406;9.905132104469144E-6;100957.76507097823;
407;9.632753304515517E-6;103812.47898575716;
408;1.0144166509440587E-5;98578.82351096642;
409;9.986110374448072E-6;100139.08944555098;
410;9.898940641564952E-6;101020.91084384026;
411;1.012604235047215E-5;98755.26542246515;
412;1.0194828429660823E-5;98088.94842120158;
413;1.0326929095730002E-5;96834.2079944639;
414;1.0459187069259137E-5;95609.72505589134;
415;1.0158228347094881E-5;98442.36276554925;
416;1.0158228347094881E-5;98442.36276554925;
417;1.0384592296164301E-5;96296.5103954408;
418;1.0153794966749995E-5;98485.34496458105;
419;1.0153794966749995E-5;98485.34496458105;
420;1.038815429426342E-5;96263.49124908773;
421;9.889581915250166E-6;101116.50912744415;
422;9.95810821840876E-6;100420.68011988259;
423;1.0339720950160233E-5;96714.4089110551;
424;9.829250828387293E-6;101737.15346768418;
425;9.928310982079003E-6;100722.06660377982;
426;9.961957969828014E-6;100381.87302423082;
427;1.0320075979490573E-5;96898.51140508393;
428;1.0170882698545031E-5;98319.88330207096;
429;1.045676939531165E-5;95631.83065396427;
430;1.0336575460532915E-5;96743.83975797375;
431;1.0081098962322392E-5;99195.53450843508;
432;1.0016199819274513E-5;99838.26381694843;
433;1.0063172453297633E-5;99372.24117353836;
434;1.0217673301708508E-5;97869.63924876998;
435;1.0192851422029971E-5;98107.97377451065;
436;9.916340116261397E-6;100843.65686087564;
437;9.85932249177264E-6;101426.84761904027;
438;1.0234439520561868E-5;97709.30767541437;
439;9.94896573035672E-6;100512.96055315138;
440;1.0035199360452896E-5;99649.2410445615;
441;1.0184802780398134E-5;98185.50457595695;
442;1.0064224965529699E-5;99361.8488681476;
443;9.822843185140224E-6;101803.5187116473;
444;9.944460261792265E-6;100558.49927241527;
445;1.0018210629896108E-5;99818.22472526417;
446;1.0304485153139744E-5;97045.12017228761;
447;1.01410665554394E-5;98608.9574043498;
448;1.0088627030585183E-5;99121.51544192786;
449;1.0013141004573727E-5;99868.762413635;
450;1.0057623627584576E-5;99427.06518241014;
451;9.66821898314126E-6;103431.66634348349;
452;9.792136436524429E-6;102122.76008226606;
453;1.0023956023039475E-5;99761.01228911606;
454;9.795876279010178E-6;102083.77193806748;
455;1.0171924130272867E-5;98309.81702113566;
456;1.0657700689024097E-5;93828.86883189135;
457;9.923541356326708E-6;100770.47740245015;
458;9.929277579752375E-6;100712.26148810504;
459;9.847124098208932E-6;101552.49289301508;
460;9.788209384608308E-6;102163.7319663873;
461;9.906482599171849E-6;100944.00207028042;
462;9.935880058291296E-6;100645.33731619675;
463;9.975560388832401E-6;100244.99486961112;
464;9.975560388832401E-6;100244.99486961112;
465;9.795676655539255E-6;102085.85227591403;
466;9.846656901188685E-6;101557.31128189106;
467;9.846656901188685E-6;101557.31128189106;
468;1.0153409862510473E-5;98489.08037213281;
469;1.0071866904653866E-5;99286.4589521069;
470;1.0196761743213283E-5;98070.35068418419;
471;1.0058439857133307E-5;99418.9968030493;
472;9.99327204523876E-6;100067.32484346251;
473;1.0012659949413744E-5;99873.5605775318;
474;1.0171865814342858E-5;98310.38063734071;
475;1.0084465344628705E-5;99162.42119198026;
476;1.0236315050613027E-5;97691.40506672004;
477;1.0041551904152599E-5;99586.20037471085;
478;1.0008123865216218E-5;99918.82729145217;
479;1.0281065552115809E-5;97266.18266665982;
480;9.950788808919463E-6;100494.5456287488;
481;1.0245095977649479E-5;97607.67514346204;
482;9.95070370109295E-6;100495.40515312135;
483;1.0070851358585033E-5;99296.47101260575;
484;1.0780243376670994E-5;92762.28421373601;
485;9.862543949192324E-6;101393.71800537256;
486;1.0140561858707437E-5;98613.86518157531;
487;1.0032215888503694E-5;99678.87564560278;
488;1.0291190974643228E-5;97170.48322822206;
489;1.0181272614543644E-5;98219.54856326408;
490;9.98270046167578E-6;100173.29517589588;
491;1.018626210696905E-5;98171.43810935694;
492;1.018626210696905E-5;98171.43810935694;
493;1.0381524026876453E-5;96324.97092056296;
